date,product_id,units_sold,predicted_demand,prediction_error,absolute_error,discount_percent,selling_price
2024-12-08,P002,24,25.66,-1.66,1.66,0,22000.0
2024-12-09,P002,35,34.87,0.13,0.13,20,17600.0
2024-12-10,P002,42,39.13,2.87,2.87,5,20900.0
2024-12-11,P002,29,32.23,-3.23,3.23,10,19800.0
2024-12-12,P002,33,34.04,-1.04,1.04,10,19800.0
2024-12-13,P002,46,42.39,3.61,3.61,10,19800.0
2024-12-14,P002,26,27.22,-1.22,1.22,20,17600.0
2024-12-15,P002,29,28.95,0.05,0.05,5,20900.0
2024-12-16,P002,36,35.19,0.81,0.81,0,22000.0
2024-12-17,P002,23,29.04,-6.04,6.04,5,20900.0
2024-12-18,P002,47,40.29,6.71,6.71,5,20900.0
2024-12-19,P002,39,35.55,3.45,3.45,5,20900.0
2024-12-20,P002,28,31.6,-3.6,3.6,0,22000.0
2024-12-21,P002,21,23.92,-2.92,2.92,0,22000.0
2024-12-22,P002,25,26.06,-1.06,1.06,5,20900.0
2024-12-23,P002,35,34.28,0.72,0.72,10,19800.0
2024-12-24,P002,41,40.08,0.92,0.92,0,22000.0
2024-12-25,P002,27,30.09,-3.09,3.09,0,22000.0
2024-12-26,P002,40,36.42,3.58,3.58,0,22000.0
2024-12-27,P002,32,32.95,-0.95,0.95,15,18700.0
2024-12-28,P002,20,22.02,-2.02,2.02,10,19800.0
2024-12-29,P002,22,22.83,-0.83,0.83,5,20900.0
2024-12-30,P002,36,35.95,0.05,0.05,20,17600.0
2024-12-31,P002,40,37.28,2.72,2.72,0,22000.0
2025-01-01,P002,23,26.27,-3.27,3.27,10,19800.0
2025-01-02,P002,36,32.66,3.34,3.34,5,20900.0
2025-01-03,P002,30,30.75,-0.75,0.75,10,19800.0
2025-01-04,P002,28,25.99,2.01,2.01,10,19800.0
2025-01-05,P002,26,26.09,-0.09,0.09,10,19800.0
2025-01-06,P002,23,25.43,-2.43,2.43,0,22000.0
2025-01-07,P002,18,21.99,-3.99,3.99,15,18700.0
2025-01-08,P002,31,30.43,0.57,0.57,15,18700.0
2025-01-09,P002,35,32.99,2.01,2.01,15,18700.0
2025-01-10,P002,39,33.71,5.29,5.29,5,20900.0
2025-01-11,P002,24,25.97,-1.97,1.97,15,18700.0
2025-01-12,P002,27,25.67,1.33,1.33,10,19800.0
2025-01-13,P002,32,32.18,-0.18,0.18,20,17600.0
2025-01-14,P002,43,35.92,7.08,7.08,0,22000.0
2025-01-15,P002,22,26.48,-4.48,4.48,0,22000.0
2025-01-16,P002,28,30.2,-2.2,2.2,0,22000.0
2025-01-17,P002,29,30.12,-1.12,1.12,0,22000.0
2025-01-18,P002,18,22.53,-4.53,4.53,0,22000.0
2025-01-19,P002,28,26.36,1.64,1.64,0,22000.0
2025-01-20,P002,34,33.63,0.37,0.37,5,20900.0
2025-01-21,P002,31,32.3,-1.3,1.3,0,22000.0
2025-01-22,P002,27,29.67,-2.67,2.67,10,19800.0
2025-01-23,P002,38,35.08,2.92,2.92,5,20900.0
2025-01-24,P002,27,30.1,-3.1,3.1,5,20900.0
2025-01-25,P002,28,24.88,3.12,3.12,5,20900.0
2025-01-26,P002,11,17.28,-6.28,6.28,5,20900.0
2025-01-27,P002,21,26.99,-5.99,5.99,5,20900.0
2025-01-28,P002,33,29.75,3.25,3.25,15,18700.0
2025-01-29,P002,29,29.25,-0.25,0.25,10,19800.0
2025-01-30,P002,26,28.97,-2.97,2.97,10,19800.0
2025-01-31,P002,30,28.86,1.14,1.14,10,19800.0
2025-02-01,P002,31,28.32,2.68,2.68,15,18700.0
2025-02-02,P002,25,24.47,0.53,0.53,0,22000.0
2025-02-03,P002,29,29.99,-0.99,0.99,5,20900.0
2025-02-04,P002,26,28.49,-2.49,2.49,0,22000.0
2025-02-05,P002,38,30.78,7.22,7.22,15,18700.0
2025-02-06,P002,34,31.05,2.95,2.95,20,17600.0
2025-02-07,P002,31,31.29,-0.29,0.29,15,18700.0
2025-02-08,P002,24,23.92,0.08,0.08,5,20900.0
2025-02-09,P002,24,23.65,0.35,0.35,5,20900.0
2025-02-10,P002,33,29.49,3.51,3.51,0,22000.0
2025-02-11,P002,24,27.99,-3.99,3.99,10,19800.0
2025-02-12,P002,28,28.78,-0.78,0.78,0,22000.0
2025-02-13,P002,31,30.3,0.7,0.7,15,18700.0
2025-02-14,P002,27,28.29,-1.29,1.29,10,19800.0
2025-02-15,P002,24,24.32,-0.32,0.32,20,17600.0
2025-02-16,P002,27,26.22,0.78,0.78,0,22000.0
2025-02-17,P002,24,27.85,-3.85,3.85,5,20900.0
2025-02-18,P002,18,27.5,-9.5,9.5,15,18700.0
2025-02-19,P002,28,29.71,-1.71,1.71,0,22000.0
2025-02-20,P002,25,27.22,-2.22,2.22,0,22000.0
2025-02-21,P002,19,24.5,-5.5,5.5,0,22000.0
2025-02-22,P002,22,22.91,-0.91,0.91,5,20900.0
2025-02-23,P002,23,23.81,-0.81,0.81,0,22000.0
2025-02-24,P002,32,31.07,0.93,0.93,0,22000.0
2025-02-25,P002,26,27.44,-1.44,1.44,0,22000.0
2025-02-26,P002,27,27.68,-0.68,0.68,5,20900.0
2025-02-27,P002,27,27.81,-0.81,0.81,0,22000.0
2025-02-28,P002,31,29.06,1.94,1.94,15,18700.0
2025-03-01,P002,29,27.34,1.66,1.66,0,22000.0
2025-03-02,P002,24,25.09,-1.09,1.09,5,20900.0
2025-03-03,P002,28,29.73,-1.73,1.73,20,17600.0
2025-03-04,P002,35,29.64,5.36,5.36,15,18700.0
2025-03-05,P002,24,29.12,-5.12,5.12,0,22000.0
2025-03-06,P002,21,28.1,-7.1,7.1,5,20900.0
2025-03-07,P002,30,30.47,-0.47,0.47,10,19800.0
2025-03-08,P002,18,20.02,-2.02,2.02,0,22000.0
2025-03-09,P002,31,26.3,4.7,4.7,5,20900.0
2025-03-10,P002,28,27.89,0.11,0.11,10,19800.0
2025-03-11,P002,34,30.56,3.44,3.44,5,20900.0
2025-03-12,P002,27,28.74,-1.74,1.74,5,20900.0
2025-03-13,P002,39,32.01,6.99,6.99,5,20900.0
2025-03-14,P002,29,29.09,-0.09,0.09,20,17600.0
2025-03-15,P002,19,20.65,-1.65,1.65,0,22000.0
2025-03-16,P002,28,25.69,2.31,2.31,0,22000.0
2025-03-17,P002,25,27.58,-2.58,2.58,15,18700.0
2025-03-18,P002,26,27.83,-1.83,1.83,5,20900.0
2025-03-19,P002,25,28.26,-3.26,3.26,20,17600.0
2025-03-20,P002,33,30.82,2.18,2.18,0,22000.0
2025-03-21,P002,31,28.59,2.41,2.41,0,22000.0
2025-03-22,P002,25,24.43,0.57,0.57,0,22000.0
2025-03-23,P002,21,22.89,-1.89,1.89,0,22000.0
2025-03-24,P002,32,29.57,2.43,2.43,10,19800.0
2025-03-25,P002,32,27.86,4.14,4.14,10,19800.0
2025-03-26,P002,36,30.05,5.95,5.95,5,20900.0
2025-03-27,P002,29,27.28,1.72,1.72,20,17600.0
2025-03-28,P002,24,27.48,-3.48,3.48,20,17600.0
2025-03-29,P002,24,22.66,1.34,1.34,5,20900.0
2025-03-30,P002,22,21.55,0.45,0.45,10,19800.0
2025-03-31,P002,29,30.21,-1.21,1.21,5,20900.0
2025-04-01,P002,19,26.52,-7.52,7.52,10,19800.0
2025-04-02,P002,22,27.27,-5.27,5.27,15,18700.0
2025-04-03,P002,32,26.8,5.2,5.2,10,19800.0
2025-04-04,P002,26,26.63,-0.63,0.63,0,22000.0
2025-04-05,P002,18,19.97,-1.97,1.97,5,20900.0
2025-04-06,P002,17,20.06,-3.06,3.06,0,22000.0
2025-04-07,P002,25,25.69,-0.69,0.69,15,18700.0
2025-04-08,P002,24,26.17,-2.17,2.17,0,22000.0
2025-04-09,P002,26,26.89,-0.89,0.89,0,22000.0
2025-04-10,P002,22,23.72,-1.72,1.72,10,19800.0
2025-04-11,P002,27,26.49,0.51,0.51,0,22000.0
2025-04-12,P002,15,19.67,-4.67,4.67,0,22000.0
2025-04-13,P002,22,21.16,0.84,0.84,10,19800.0
2025-04-14,P002,29,27.61,1.39,1.39,5,20900.0
2025-04-15,P002,19,22.78,-3.78,3.78,0,22000.0
2025-04-16,P002,25,25.53,-0.53,0.53,10,19800.0
2025-04-17,P002,31,27.78,3.22,3.22,5,20900.0
2025-04-18,P002,19,22.41,-3.41,3.41,0,22000.0
2025-04-19,P002,16,17.96,-1.96,1.96,5,20900.0
2025-04-20,P002,18,19.43,-1.43,1.43,10,19800.0
2025-04-21,P002,20,23.55,-3.55,3.55,15,18700.0
2025-04-22,P002,28,25.92,2.08,2.08,0,22000.0
2025-04-23,P002,24,23.74,0.26,0.26,0,22000.0
2025-04-24,P002,29,25.52,3.48,3.48,20,17600.0
2025-04-25,P002,32,27.94,4.06,4.06,0,22000.0
2025-04-26,P002,20,20.38,-0.38,0.38,20,17600.0
2025-04-27,P002,21,20.88,0.12,0.12,20,17600.0
2025-04-28,P002,22,23.59,-1.59,1.59,10,19800.0
2025-04-29,P002,22,24.02,-2.02,2.02,5,20900.0
2025-04-30,P002,18,21.73,-3.73,3.73,0,22000.0
2025-05-01,P002,29,25.09,3.91,3.91,0,22000.0
2025-05-02,P002,28,25.82,2.18,2.18,5,20900.0
2025-05-03,P002,15,17.86,-2.86,2.86,15,18700.0
2025-05-04,P002,24,21.61,2.39,2.39,0,22000.0
2025-05-05,P002,19,22.45,-3.45,3.45,10,19800.0
2025-05-06,P002,21,23.32,-2.32,2.32,15,18700.0
2025-05-07,P002,16,20.74,-4.74,4.74,10,19800.0
2025-05-08,P002,27,24.81,2.19,2.19,20,17600.0
2025-05-09,P002,21,23.3,-2.3,2.3,10,19800.0
2025-05-10,P002,24,21.27,2.73,2.73,0,22000.0
2025-05-11,P002,20,19.56,0.44,0.44,5,20900.0
2025-05-12,P002,26,25.7,0.3,0.3,10,19800.0
2025-05-13,P002,31,26.61,4.39,4.39,5,20900.0
2025-05-14,P002,27,25.84,1.16,1.16,0,22000.0
2025-05-15,P002,27,26.33,0.67,0.67,0,22000.0
2025-05-16,P002,33,26.95,6.05,6.05,0,22000.0
2025-05-17,P002,22,21.32,0.68,0.68,5,20900.0
2025-05-18,P002,21,21.28,-0.28,0.28,10,19800.0
2025-05-19,P002,27,25.49,1.51,1.51,0,22000.0
2025-05-20,P002,25,25.35,-0.35,0.35,0,22000.0
2025-05-21,P002,27,25.36,1.64,1.64,0,22000.0
2025-05-22,P002,17,23.07,-6.07,6.07,10,19800.0
2025-05-23,P002,24,25.25,-1.25,1.25,0,22000.0
2025-05-24,P002,24,22.08,1.92,1.92,15,18700.0
2025-05-25,P002,18,20.18,-2.18,2.18,5,20900.0
2025-05-26,P002,20,23.65,-3.65,3.65,0,22000.0
2025-05-27,P002,22,24.3,-2.3,2.3,5,20900.0
2025-05-28,P002,23,24.88,-1.88,1.88,5,20900.0
2025-05-29,P002,28,25.73,2.27,2.27,5,20900.0
2025-05-30,P002,21,23.75,-2.75,2.75,0,22000.0
2025-05-31,P002,11,14.39,-3.39,3.39,0,22000.0
2025-06-01,P002,21,20.25,0.75,0.75,5,20900.0
2025-06-02,P002,27,24.72,2.28,2.28,20,17600.0
2025-06-03,P002,19,23.52,-4.52,4.52,10,19800.0
2025-06-04,P002,23,23.46,-0.46,0.46,0,22000.0
2025-06-05,P002,23,24.13,-1.13,1.13,5,20900.0
2025-06-06,P002,26,24.96,1.04,1.04,10,19800.0
2025-06-07,P002,24,22.07,1.93,1.93,0,22000.0
2025-06-08,P002,25,21.86,3.14,3.14,5,20900.0
2025-06-09,P002,27,24.57,2.43,2.43,5,20900.0
2025-06-10,P002,31,27.81,3.19,3.19,20,17600.0
2025-06-11,P002,20,24.18,-4.18,4.18,10,19800.0
2025-06-12,P002,16,21.33,-5.33,5.33,0,22000.0
2025-06-13,P002,23,24.18,-1.18,1.18,15,18700.0
2025-06-14,P002,20,20.18,-0.18,0.18,5,20900.0
2025-06-15,P002,27,22.83,4.17,4.17,0,22000.0
2025-06-16,P002,26,25.19,0.81,0.81,0,22000.0
2025-06-17,P002,14,22.82,-8.82,8.82,0,22000.0
2025-06-18,P002,22,24.1,-2.1,2.1,0,22000.0
2025-06-19,P002,19,22.04,-3.04,3.04,15,18700.0
2025-06-20,P002,14,18.91,-4.91,4.91,0,22000.0
2025-06-21,P002,18,18.51,-0.51,0.51,10,19800.0
2025-06-22,P002,19,18.43,0.57,0.57,15,18700.0
2025-06-23,P002,15,19.99,-4.99,4.99,5,20900.0
2025-06-24,P002,26,23.82,2.18,2.18,5,20900.0
2025-06-25,P002,24,23.17,0.83,0.83,10,19800.0
2025-06-26,P002,27,24.76,2.24,2.24,15,18700.0
2025-06-27,P002,24,22.96,1.04,1.04,10,19800.0
2025-06-28,P002,22,19.18,2.82,2.82,5,20900.0
2025-06-29,P002,20,18.91,1.09,1.09,10,19800.0
2025-06-30,P002,23,23.48,-0.48,0.48,5,20900.0
2025-07-01,P002,19,23.27,-4.27,4.27,0,22000.0
2025-07-02,P002,29,24.47,4.53,4.53,0,22000.0
2025-07-03,P002,17,23.96,-6.96,6.96,10,19800.0
2025-07-04,P002,37,24.11,12.89,12.89,0,22000.0
2025-07-05,P002,26,19.45,6.55,6.55,0,22000.0
2025-07-06,P002,19,20.04,-1.04,1.04,10,19800.0
2025-07-07,P002,26,24.78,1.22,1.22,15,18700.0
2025-07-08,P002,26,24.96,1.04,1.04,0,22000.0
2025-07-09,P002,29,24.73,4.27,4.27,20,17600.0
2025-07-10,P002,24,24.94,-0.94,0.94,20,17600.0
2025-07-11,P002,27,24.77,2.23,2.23,5,20900.0
2025-07-12,P002,19,23.03,-4.03,4.03,10,19800.0
2025-07-13,P002,18,21.34,-3.34,3.34,0,22000.0
2025-07-14,P002,32,25.62,6.38,6.38,5,20900.0
2025-07-15,P002,26,26.22,-0.22,0.22,0,22000.0
2025-07-16,P002,29,26.32,2.68,2.68,5,20900.0
2025-07-17,P002,33,26.65,6.35,6.35,15,18700.0
2025-07-18,P002,25,25.37,-0.37,0.37,0,22000.0
2025-07-19,P002,21,20.94,0.06,0.06,0,22000.0
2025-07-20,P002,17,21.85,-4.85,4.85,0,22000.0
2025-07-21,P002,31,25.88,5.12,5.12,10,19800.0
2025-07-22,P002,28,24.88,3.12,3.12,0,22000.0
2025-07-23,P002,29,24.81,4.19,4.19,0,22000.0
2025-07-24,P002,36,25.73,10.27,10.27,15,18700.0
2025-07-25,P002,27,27.47,-0.47,0.47,10,19800.0
2025-07-26,P002,25,22.44,2.56,2.56,5,20900.0
2025-07-27,P002,28,22.34,5.66,5.66,0,22000.0
2025-07-28,P002,22,26.19,-4.19,4.19,0,22000.0
2025-07-29,P002,25,27.02,-2.02,2.02,0,22000.0
2025-07-30,P002,29,26.84,2.16,2.16,10,19800.0
2025-07-31,P002,31,27.42,3.58,3.58,10,19800.0
2025-08-01,P002,29,29.91,-0.91,0.91,0,22000.0
2025-08-02,P002,23,23.27,-0.27,0.27,5,20900.0
2025-08-03,P002,18,22.72,-4.72,4.72,0,22000.0
2025-08-04,P002,31,29.31,1.69,1.69,15,18700.0
2025-08-05,P002,36,26.36,9.64,9.64,20,17600.0
2025-08-06,P002,17,29.67,-12.67,12.67,10,19800.0
2025-08-07,P002,15,30.56,-15.56,15.56,5,20900.0
2025-08-08,P002,17,28.08,-11.08,11.08,0,22000.0
2025-08-09,P002,19,23.13,-4.13,4.13,10,19800.0
2025-08-10,P002,14,21.84,-7.84,7.84,5,20900.0
2025-08-11,P002,27,27.39,-0.39,0.39,20,17600.0
2025-08-12,P002,32,28.5,3.5,3.5,10,19800.0
2025-08-13,P002,30,29.86,0.14,0.14,15,18700.0
2025-08-14,P002,26,28.04,-2.04,2.04,0,22000.0
2025-08-15,P002,25,28.12,-3.12,3.12,15,18700.0
2025-08-16,P002,17,21.68,-4.68,4.68,0,22000.0
2025-08-17,P002,20,20.57,-0.57,0.57,10,19800.0
2025-08-18,P002,33,26.36,6.64,6.64,0,22000.0
2025-08-19,P002,30,26.47,3.53,3.53,10,19800.0
2025-08-20,P002,32,26.97,5.03,5.03,0,22000.0
2025-08-21,P002,28,26.28,1.72,1.72,20,17600.0
2025-08-22,P002,18,25.38,-7.38,7.38,0,22000.0
2025-08-23,P002,28,21.35,6.65,6.65,0,22000.0
2025-08-24,P002,17,21.88,-4.88,4.88,5,20900.0
2025-08-25,P002,36,25.38,10.62,10.62,10,19800.0
2025-08-26,P002,27,26.37,0.63,0.63,5,20900.0
2025-08-27,P002,31,27.28,3.72,3.72,0,22000.0
2025-08-28,P002,17,26.76,-9.76,9.76,15,18700.0
2025-08-29,P002,32,26.73,5.27,5.27,0,22000.0
2025-08-30,P002,14,21.33,-7.33,7.33,15,18700.0
2025-08-31,P002,25,20.97,4.03,4.03,20,17600.0
2025-09-01,P002,31,28.25,2.75,2.75,0,22000.0
2025-09-02,P002,22,26.77,-4.77,4.77,10,19800.0
2025-09-03,P002,25,25.47,-0.47,0.47,10,19800.0
2025-09-04,P002,26,27.7,-1.7,1.7,10,19800.0
2025-09-05,P002,22,29.42,-7.42,7.42,0,22000.0
2025-09-06,P002,19,23.16,-4.16,4.16,5,20900.0
2025-09-07,P002,18,20.45,-2.45,2.45,5,20900.0
2025-09-08,P002,28,27.82,0.18,0.18,0,22000.0
2025-09-09,P002,19,29.37,-10.37,10.37,0,22000.0
2025-09-10,P002,22,26.63,-4.63,4.63,20,17600.0
2025-09-11,P002,27,27.79,-0.79,0.79,15,18700.0
2025-09-12,P002,31,26.9,4.1,4.1,10,19800.0
2025-09-13,P002,19,22.61,-3.61,3.61,5,20900.0
2025-09-14,P002,15,21.59,-6.59,6.59,0,22000.0
2025-09-15,P002,22,26.89,-4.89,4.89,0,22000.0
2025-09-16,P002,25,27.76,-2.76,2.76,5,20900.0
2025-09-17,P002,25,26.61,-1.61,1.61,0,22000.0
2025-09-18,P002,16,24.63,-8.63,8.63,10,19800.0
2025-09-19,P002,21,24.99,-3.99,3.99,10,19800.0
2025-09-20,P002,27,20.35,6.65,6.65,5,20900.0
2025-09-21,P002,14,20.31,-6.31,6.31,15,18700.0
2025-09-22,P002,29,24.8,4.2,4.2,5,20900.0
2025-09-23,P002,20,24.78,-4.78,4.78,0,22000.0
2025-09-24,P002,29,23.88,5.12,5.12,5,20900.0
2025-09-25,P002,23,24.39,-1.39,1.39,0,22000.0
2025-09-26,P002,30,23.69,6.31,6.31,5,20900.0
2025-09-27,P002,32,20.56,11.44,11.44,5,20900.0
2025-09-28,P002,18,20.97,-2.97,2.97,10,19800.0
2025-09-29,P002,32,25.13,6.87,6.87,0,22000.0
2025-09-30,P002,38,25.17,12.83,12.83,0,22000.0
2025-10-01,P002,34,30.15,3.85,3.85,10,19800.0
2025-10-02,P002,30,30.03,-0.03,0.03,0,22000.0
2025-10-03,P002,27,30.66,-3.66,3.66,15,18700.0
2025-10-04,P002,28,23.94,4.06,4.06,15,18700.0
2025-10-05,P002,31,21.92,9.08,9.08,5,20900.0
2025-10-06,P002,28,29.7,-1.7,1.7,20,17600.0
2025-10-07,P002,27,30.34,-3.34,3.34,10,19800.0
2025-10-08,P002,43,27.64,15.36,15.36,20,17600.0
2025-10-09,P002,39,31.2,7.8,7.8,0,22000.0
2025-10-10,P002,33,34.19,-1.19,1.19,5,20900.0
2025-10-11,P002,24,22.16,1.84,1.84,0,22000.0
2025-10-12,P002,26,23.64,2.36,2.36,0,22000.0
2025-10-13,P002,20,30.93,-10.93,10.93,5,20900.0
2025-10-14,P002,29,32.37,-3.37,3.37,5,20900.0
2025-10-15,P002,44,30.06,13.94,13.94,5,20900.0
2025-10-16,P002,44,29.74,14.26,14.26,0,22000.0
2025-10-17,P002,35,30.14,4.86,4.86,20,17600.0
2025-10-18,P002,30,28.72,1.28,1.28,0,22000.0
2025-10-19,P002,35,27.59,7.41,7.41,5,20900.0
2025-10-20,P002,46,36.19,9.81,9.81,0,22000.0
2025-10-21,P002,26,39.49,-13.49,13.49,10,19800.0
2025-10-22,P002,32,36.75,-4.75,4.75,10,19800.0
2025-10-23,P002,49,37.53,11.47,11.47,15,18700.0
2025-10-24,P002,42,35.59,6.41,6.41,0,22000.0
2025-10-25,P002,29,32.02,-3.02,3.02,10,19800.0
2025-10-26,P002,17,31.12,-14.12,14.12,5,20900.0
2025-10-27,P002,35,35.94,-0.94,0.94,15,18700.0
2025-10-28,P002,41,34.71,6.29,6.29,10,19800.0
2025-10-29,P002,36,35.97,0.03,0.03,0,22000.0
2025-10-30,P002,11,37.5,-26.5,26.5,10,19800.0
2025-10-31,P002,37,33.89,3.11,3.11,0,22000.0
2025-11-01,P002,30,29.94,0.06,0.06,0,22000.0
2025-11-02,P002,36,28.33,7.67,7.67,15,18700.0
2025-11-03,P002,23,33.2,-10.2,10.2,5,20900.0
2025-11-04,P002,37,33.57,3.43,3.43,10,19800.0
2025-11-05,P002,31,30.9,0.1,0.1,15,18700.0
2025-11-06,P002,30,35.48,-5.48,5.48,0,22000.0
2025-11-07,P002,40,31.73,8.27,8.27,10,19800.0
2025-11-08,P002,26,28.0,-2.0,2.0,10,19800.0
2025-11-09,P002,20,26.58,-6.58,6.58,5,20900.0
2025-11-10,P002,32,35.64,-3.64,3.64,0,22000.0
2025-11-11,P002,25,34.39,-9.39,9.39,5,20900.0
2025-11-12,P002,34,35.28,-1.28,1.28,5,20900.0
2025-11-13,P002,39,32.66,6.34,6.34,5,20900.0
2025-11-14,P002,33,33.14,-0.14,0.14,5,20900.0
2025-11-15,P002,27,30.62,-3.62,3.62,0,22000.0
2025-11-16,P002,35,27.74,7.26,7.26,5,20900.0
2025-11-17,P002,38,36.15,1.85,1.85,5,20900.0
2025-11-18,P002,33,38.18,-5.18,5.18,0,22000.0
2025-11-19,P002,29,33.54,-4.54,4.54,10,19800.0
2025-11-20,P002,30,35.03,-5.03,5.03,5,20900.0
2025-11-21,P002,33,34.65,-1.65,1.65,20,17600.0
2025-11-22,P002,33,27.02,5.98,5.98,0,22000.0
2025-11-23,P002,25,25.58,-0.58,0.58,0,22000.0
2025-11-24,P002,35,34.68,0.32,0.32,5,20900.0
2025-11-25,P002,29,36.06,-7.06,7.06,5,20900.0
2025-11-26,P002,38,36.74,1.26,1.26,15,18700.0
2025-11-27,P002,38,34.06,3.94,3.94,10,19800.0
2025-11-28,P002,40,36.7,3.3,3.3,5,20900.0
2025-11-29,P002,18,26.66,-8.66,8.66,0,22000.0
2025-11-30,P002,32,24.91,7.09,7.09,0,22000.0
2025-12-01,P002,42,34.51,7.49,7.49,10,19800.0
2025-12-02,P002,41,36.48,4.52,4.52,0,22000.0
2025-12-03,P002,20,36.0,-16.0,16.0,0,22000.0
2025-12-04,P002,27,34.89,-7.89,7.89,5,20900.0
2025-12-05,P002,46,34.12,11.88,11.88,5,20900.0
2025-12-06,P002,28,26.85,1.15,1.15,10,19800.0
2025-12-07,P002,30,27.91,2.09,2.09,0,22000.0
2025-12-08,P002,35,35.07,-0.07,0.07,0,22000.0
2025-12-09,P002,31,34.68,-3.68,3.68,5,20900.0
2025-12-10,P002,42,37.6,4.4,4.4,5,20900.0
2025-12-11,P002,30,34.14,-4.14,4.14,10,19800.0
2025-12-12,P002,34,35.2,-1.2,1.2,0,22000.0
2025-12-13,P002,28,28.48,-0.48,0.48,10,19800.0
2025-12-14,P002,24,27.7,-3.7,3.7,10,19800.0
2025-12-15,P002,41,35.32,5.68,5.68,10,19800.0
2025-12-16,P002,37,33.83,3.17,3.17,15,18700.0
2025-12-17,P002,37,34.23,2.77,2.77,20,17600.0
2025-12-18,P002,32,33.15,-1.15,1.15,5,20900.0
2025-12-19,P002,27,33.19,-6.19,6.19,10,19800.0
2025-12-20,P002,22,26.53,-4.53,4.53,0,22000.0
2025-12-21,P002,36,25.84,10.16,10.16,10,19800.0
2025-12-22,P002,27,32.22,-5.22,5.22,5,20900.0
2025-12-23,P002,33,34.62,-1.62,1.62,10,19800.0
2025-12-24,P002,39,32.88,6.12,6.12,20,17600.0
2025-12-25,P002,45,32.55,12.45,12.45,5,20900.0
2025-12-26,P002,27,34.5,-7.5,7.5,0,22000.0
2025-12-27,P002,30,28.56,1.44,1.44,0,22000.0
2025-12-28,P002,24,29.6,-5.6,5.6,5,20900.0
2025-12-29,P002,39,35.2,3.8,3.8,10,19800.0
2025-12-30,P002,38,36.87,1.13,1.13,10,19800.0
2025-12-31,P002,46,39.58,6.42,6.42,5,20900.0
2024-01-31,P003,19,19.12,-0.12,0.12,20,28000.0
2024-02-01,P003,20,18.9,1.1,1.1,0,35000.0
2024-02-02,P003,21,20.24,0.76,0.76,5,33250.0
2024-02-03,P003,15,14.83,0.17,0.17,5,33250.0
2024-02-04,P003,11,13.54,-2.54,2.54,5,33250.0
2024-02-05,P003,24,19.92,4.08,4.08,5,33250.0
2024-02-06,P003,31,25.3,5.7,5.7,10,31500.0
2024-02-07,P003,16,18.92,-2.92,2.92,10,31500.0
2024-02-08,P003,15,18.83,-3.83,3.83,0,35000.0
2024-02-09,P003,19,19.72,-0.72,0.72,0,35000.0
2024-02-10,P003,18,16.98,1.02,1.02,10,31500.0
2024-02-11,P003,23,19.73,3.27,3.27,20,28000.0
2024-02-12,P003,26,22.36,3.64,3.64,0,35000.0
2024-02-13,P003,22,20.23,1.77,1.77,5,33250.0
2024-02-14,P003,10,16.68,-6.68,6.68,15,29750.0
2024-02-15,P003,11,16.29,-5.29,5.29,0,35000.0
2024-02-16,P003,22,20.04,1.96,1.96,5,33250.0
2024-02-17,P003,14,15.44,-1.44,1.44,10,31500.0
2024-02-18,P003,16,15.1,0.9,0.9,5,33250.0
2024-02-19,P003,20,19.78,0.22,0.22,0,35000.0
2024-02-20,P003,19,18.99,0.01,0.01,10,31500.0
2024-02-21,P003,18,18.98,-0.98,0.98,0,35000.0
2024-02-22,P003,23,20.43,2.57,2.57,0,35000.0
2024-02-23,P003,21,20.2,0.8,0.8,0,35000.0
2024-02-24,P003,16,16.68,-0.68,0.68,5,33250.0
2024-02-25,P003,19,17.74,1.26,1.26,5,33250.0
2024-02-26,P003,20,19.76,0.24,0.24,0,35000.0
2024-02-27,P003,23,20.32,2.68,2.68,5,33250.0
2024-02-28,P003,22,20.54,1.46,1.46,5,33250.0
2024-02-29,P003,22,20.58,1.42,1.42,10,31500.0
2024-03-01,P003,22,20.57,1.43,1.43,10,31500.0
2024-03-02,P003,11,14.77,-3.77,3.77,10,31500.0
2024-03-03,P003,18,17.34,0.66,0.66,15,29750.0
2024-03-04,P003,28,22.26,5.74,5.74,5,33250.0
2024-03-05,P003,16,17.97,-1.97,1.97,0,35000.0
2024-03-06,P003,26,22.12,3.88,3.88,5,33250.0
2024-03-07,P003,21,20.76,0.24,0.24,0,35000.0
2024-03-08,P003,19,20.89,-1.89,1.89,0,35000.0
2024-03-09,P003,17,16.85,0.15,0.15,0,35000.0
2024-03-10,P003,19,16.67,2.33,2.33,5,33250.0
2024-03-11,P003,26,21.73,4.27,4.27,10,31500.0
2024-03-12,P003,21,20.01,0.99,0.99,0,35000.0
2024-03-13,P003,19,20.22,-1.22,1.22,10,31500.0
2024-03-14,P003,22,20.85,1.15,1.15,15,29750.0
2024-03-15,P003,21,20.58,0.42,0.42,5,33250.0
2024-03-16,P003,16,16.08,-0.08,0.08,0,35000.0
2024-03-17,P003,18,17.28,0.72,0.72,5,33250.0
2024-03-18,P003,17,19.05,-2.05,2.05,15,29750.0
2024-03-19,P003,28,23.21,4.79,4.79,10,31500.0
2024-03-20,P003,21,20.65,0.35,0.35,0,35000.0
2024-03-21,P003,17,19.51,-2.51,2.51,5,33250.0
2024-03-22,P003,19,20.08,-1.08,1.08,10,31500.0
2024-03-23,P003,16,16.7,-0.7,0.7,10,31500.0
2024-03-24,P003,18,17.61,0.39,0.39,0,35000.0
